word	freq_piyut	freq_memar	memar_he_candidate	conf	source	context
בחדבו	8	0		0	פיוט #140 — צלות יום חדש הראישון אן אתא בשבת	וינד משה לאהרן • דבר מרן בחדבו : ויעש האותות * לעיני העם כמה
ועקובתה	8	0		0	פיוט #167 — צלות השבת השני דמן חדש הראישוץ	קהלו רבזה הכנוש • וירבי זרע עמו מן מתי מעט לאלפים ן ועקובתה לבל
בחדבן	8	0		0	פיוט #186 — צלות מועד הפסח במדינה	בתר מיכל קרבן : בחצי הליל בחדבן : זה זכרון טבן : אמת קרבניו
אצטמד	8	0		0	פיוט #269 — צלות שבת מועד חג המצות	מה טבו מן מועד : דבו כל איקר אצטמד : עם הטוב והחסד : וככן בו
קביר	2	6	נקבר	0.57	פיוט #301 — צלות שבת מועד חג המצות	סגד לו ובנו עליו אתעקד : ויעקב אתא לו וירר נדר כבד : ויוסף קביר
סדיר	5	3	ישראל	0.382	פיוט #330 — לית לעורן בה נמי	נזיר : ומחר פתח המספר ־ תספרו ותהיה סדיר : במקום הקרש * אה שמעיו
ויוסיף	8	0		0	פיוט #374 — צלות השבת השני דמץ שבע השבתות	אלהי יעקב נרורה * אשר דמך באתרה : יותירך מן איקרה • ויוסיף
שביק	2	6	עתיד	0.739	פיוט #413 — צלות השבת הששי	שפח הים שביק : ואהרן וחור • כל אחד ביד משה דביק : ויצעקו עם משה י
אתילף	2	6	למד	0.6	פיוט #444 — צלות לילה מקרתה	קשטה אתילף : ובאשת אדניו נאץ * רמה בטובה לו הניף : ויוסף הו השליט
תננב	8	0		0	פיוט #448 — היא שבה אשבתה י וששת ימים תעבר	לא תנאף תרצח : לא תננב דבר • לא תענה ברעך ער שקר : ודלרעך
שופטים	8	0		0	פיוט #477 — צלות לילה מקרתה	עמל ירצי בתורו תה ן ולא לנו שופטים ארבונים מקליטים ברדפותה : ולא
מע	2	6	לשמוע	0.192	פיוט #485 — צלות לילה מקרתה	הו משה דמע השבטים ; דסלק אל סור בד יל מש מע ק ול ש ופר
ישתיר	7	1		0	פיוט #601 — שבן * מן סדר בוראי עלמה	ולא ישתיר אנש בעלם * מן סדר מין אדם: וראה למן אתקדם * איך
מתודע	7	1		0	פיוט #613 — תת עורן לתת	ובתר כן יימר חבתה ויצחק בא במדבר תרגום ברנן מתודע:‎
וש	8	0		0	פיוט #615 — לאחי חתנה מן מימר אב ‏ הדנפי	à ‏ וש
הכפירות	8	0		0	פיוט #727 — צלות שבת מועד חג הסכות	סגילות הכפירות בהם * מן פינחס ועד אנה : טובי מי יבז כפירותון *
העשור	8	0		0	פיוט #738 — ישתבח שמו הקדוש * דרבותו עצומה	אשמה: יום העשור מן שביע * לו עשרה דמות עצומה: אשרי אשרי *
תך	5	2		0	פיוט #13 — צלות מרקה	זזעיו * תשבח תך • אסו לחיינן : זרוז רחואתך • מסקופי לגויאתן :
בעלטה	7	0		0	פיוט #13 — צלות מרקה	תאן בעלטה * אלהו ד. ך דילך : אי הא ; משקחה * *סגדה בותך :
יח	7	0		0	פיוט #23 — עורן כ ; על ואלה שמות	חיול הוא חילה רכן ארכן מנשמה *איך דאתי גס ן דוש בנלל רינשמו; יח
להמריזים	7	0		0	פיוט #29 — אמנות השבתות והמועךים	יחון מכונים להמריזים תלתה מהרים נפקו לזימונון חשך ענן וערפל ואלה אש
רה	3	4	ישראל	0.676	פיוט #73 — צלות שבת צמות הפסח	וארנים ששה עשרה י ושמנים לארבעים מאזכרה : וארבע לפרכת אמס רה *
רשלח	7	0		0	פיוט #80 — צלות שבת צמות הפסח	מזות הוא האלהים י רשלח משר , אישו : יהוה הוא האלהים י ראושט על ירו
ובקרוש	7	0		0	פיוט #85 — צלות שבת צמות הפסח	לחתנו אלכה : ובקרוש שמו אל תקף * מלוך רומה ומכה :
ואנציר	7	0		0	פיוט #94 — צלות שבת צמות הפסח	ראתה ״ מקלט המסכנים : רוח לנו עתה • ורבי לנו המתנים : ואנציר יציר
זירנה	7	0		0	פיוט #108 — צלות לילת חדש הראישון רטשה	ניחח אשה : בו יצילך טן זירנה י ומכל דבב וקשה : ויבד מי לך סנא * ומן
בהרנריזים	7	0		0	פיוט #110 — צלות לילה חדש הראישוץ רמשה	אחרית בשמעך • ועמך בהרנריזים יזדרמו : ותזבחו זביח צדק ויפסח * עליבון
צריק	7	0		0	פיוט #142 — עשר יום לחרש : בי ; הערבים פסח ליהוד	: רנלא נלנאי עשות יבלותו * על יר שליח צריק נומיק נשיא נשיאי כל
זז	7	0		0	פיוט #147 — צלות יום חדש הראישון אז אתא בשבת	חלתה זכאהי * וזרעון עבראי * וקדוש שם יי הי ו ־ זז י יכולה ריאנה :
שמיר	7	0		0	פיוט #166 — צלות השבת השני דמן חדש הראישון	הלילה הזה ליהוה שמיר • לכל בני ישראל יעשון ; תמתק ותתימב בעיניהם * ־
שמירים	7	0		0	פיוט #172 — יאכל חמץ היום : ± ואתם יוצאים בחדש האביב	־ : . ז £ הו הלילה הזה ליהוה שמירים ־ . . ש ; ץ י יעס
בזזעיו	7	0		0	פיוט #178 — אש ליל * וענן יומם	בזה הצפר הנורא • דרמי למוקר : היום רבו קרא • בזזעיו כל טבר : £
קהליבון	7	0		0	פיוט #183 — ופנית בבקר ישרו אלקטף	יומי מועדיכון : אתון וכל קהליבון : ותנים יומה נימר לוכון : לזה ולכל מועד :
מסתדר	6	1		0	פיוט #195 — ועליך מברך שבתה * והלכת ופנית משם	וכן ישמר * חיי זה הסדר * דאנה מסתדר • מן נוף עבר * עם אל ישר *
חייבון	7	0		0	פיוט #197 — צלות מועד הפסח במדינה	קהלינון * לוי ויוסף וכבן כבר : וכן ישמר חייבון * ויחן לבם זכרון ותרומה
אושיע	7	0		0	פיוט #214 — צלות מועך הפסח במדינה	ונזרי ראש מן דארשי • מה ארש ראש בו אושיע : ויאמר יהוה אל משה •
אסתדרו	6	1		0	פיוט #222 — צלות מרעד הפסח במדינה	וברד ואש אסתדרו * והארבה אכל מה הברד יתרו * וחשך אפלה על עם
רבחר	7	0		0	פיוט #224 — למשטרת ער ארבעה עשר יום לחדש הזה	יתברך ראש כל ראישון * רבחר ישראל וקרשק • דפק דק בכתב קדשו ; י
תתוקר	7	0		0	פיוט #229 — תנים יוטה מועדיכם	מכל לחץ תתפשר • ומכל אויב תתוקר י ובדקטיס תתכנש * מאה שנה
גלגיון	7	0		0	פיוט #267 — קמאה י ויחסר ישתבח	גלגיון מתפרש : מנון זה שבת מועד חג המצות * דאתפיש על יד מי
עקובאתו	7	0		0	פיוט #298 — חג המצות	נלגי עקובאתו • ררבת על מספרה : הך תהו ובהו נליגאתו * לית יוכל פתור
יררש	7	0		0	פיוט #333 — צלות שבת מועד חג המצות	קדש : קרשון גליה • הך הירח והשמש : וידיון מליה * בכל מה יררש :
קשיטותו	7	0		0	פיוט #345 — צלות מועד חג המצות בהרגריזים	על קשיטותו :
שמיע	6	1		0	פיוט #455 — צלות לילה מקרתה	פניו • שמיע זה המשמעות : יברכך אה קהלה * בחמשה הברכות : ישמרך
אדכירים	4	3		0	פיוט #593 — (ללא כותרת)	אדכירים לטב עד לעלם
מזריע	7	0		0	פיוט #611 — ישתבח קעימה דלא מאת	עשב מזריע זרע * וברקיע השמים אזרח * כוכבים מנירה * וביומה חמישה ;
ונאירה	7	0		0	פיוט #613 — תת עורן לתת	וחשובה וכתובה ונאירה * ועובדיו כשרו * וידועה ומבוננה * וחדות הלב
אשמיעך	7	0		0	פיוט #621 — ישתבח אלהים	שמע מה אשמיעך * ושים בלבבך ובפיך * מדכר משה נביאך * והשלם
הגיבה	0	7	ענה	0.813	מימר מרקה I:12a (ספר פליהתה)	…כל תועבאתה לית בי מטמי לה ובעמה ולא תהי דכהותי קבר לון לעלם הגיבה נביה רבה משה מה אתה מצמת טבין כיתך קטול בישיה ימה הך אמר מן…
הגיב	0	7	השיב	0.513	מימר מרקה I:8 (ספר פליהתה)	…שמעו מה הגיב משה נביה למרה אמת דשמע אלין מליה מן אנה אה רבי ומרה 25* דכל…
געזו	4	2	עמד	0.41	פיוט #4 — אדיק עלינן מרן	באד תקיפה ובאדרע רמה • פרקת לאבהתן מן סניון געזו ימה • וירדנה פרקת לון מכל לחץ • וארוחת לון מכל עקה • וברו דבקן מרן ולא תגזי לן גמלינן • צדקה עבד לן מרן :
משתבח	6	0		0	פיוט #4 — אדיק עלינן מרן	חיממה [?] דלית משתבח לגוה חשיך כל דמהלך לגוה • נהרה בידה ולא הו עמי • לילי דלית מתרבי לגוה • דמוכה במרטוש חיול • מעדה דשבק למודה • מגנף הוא דלא בטל :
קפיל	5	1		0	פיוט #5 — אזל שלם יום שבתה	קפיל קדשה דשבתה מן עלמה ארעה • ומסק לרומה עלאה • לאהן דקדשה מרה מן ריש • דו מתעיני בכסיאתה • ומתיקר בגליאתה • ברומה ובמכה ברטו בזבנה • אתת רבותה עורי • וטוביהון סגודיה דשוו בך אה יומה קדישה • מתנתה דאלה כלה :
רטן	6	0		0	פיוט #12 — ושבת עד יהוה אלהיך ושמעת בקולו : *יתרומם שמך	מפו ק: מרי בעמל תלתי שלמיה * וביוסף פתור חלמיה • ובמשה רטן
ובהרנריזים	6	0		0	פיוט #12 — ושבת עד יהוה אלהיך ושמעת בקולו : *יתרומם שמך	דנבייה * ובכהנים ארשי בהניה י ובתורה קדיש כתביה * ובהרנריזים גבעת
ריהבה	6	0		0	פיוט #12 — ושבת עד יהוה אלהיך ושמעת בקולו : *יתרומם שמך	עם דן ׳לקדשה ריהבה לן * ומלוזה מכל עותרה י וכללה מכל טובה •
רילך	6	0		0	פיוט #13 — צלות מרקה	אידן אימנו • קרישה הך רילך : אימנותך חיים • לסן דשזי מטר :
שקיחה	6	0		0	פיוט #16 — לכהנה רבה עמרם דרה רצון יהוה עליו	בבוראיה דברא רבותה שקיחה : ברומה ובמכה תקיפותה גליה :
סה	6	0		0	פיוט #18 — ז צלות כהנה רבה פינחס רצון יהוה עליו	פי . אל פה מלל טעה • ובוראיה סה דות : פממין קרישק * בטראה ולא
לעלטה	6	0		0	פיוט #18 — ז צלות כהנה רבה פינחס רצון יהוה עליו	ד: - טבה רטיטב לעלטה * עבד לן רתו דלא שוינן * לית לן רחצון אלא
רא	6	0		0	פיוט #22 — תורנים תתמר בשבתות	פקדין לגוי * מן פמר . רא ל הי קרם * צריכין כל בית ישראל יהון אמרין
מל	3	3		0	פיוט #28 — עורן כן על יום הכפור הקדוש על פינחס	דבעי לה קעימה • מל ל'עם מפוקיתה שופרה • כרז לית לבר מן אלה •
משתמע	5	1		0	פיוט #31 — עורן כן על מועדיה וראשי ירחיה	פם רחיים מלל ממלל חיים לדריה ממלל מן כרי רחיים משתמע דלא מתעטי
אוסיפו	6	0		0	פיוט #38 — עורן כן לונ עוד על יומי השבעות	אוסיפו וברכו את השם הנכבד והנורא * כי טוב לנו נברך * אלהינו
שראל	5	1		0	פיוט #38 — עורן כן לונ עוד על יומי השבעות	טוב עלמה דארכן חילה מתנתה לכל שראל יהונו קרין בה ועבד ין ומרבי
יצילנו	6	0		0	פיוט #40 — בלילי ואימם	בלעדיך מי לנו ממך יצילנו שמע בקולנו • וראה את ענינו :
קולותינו	6	0		0	פיוט #40 — בלילי ואימם	רחום הרתומים • ועצום העצומים • השקף מן השמים • ושמע קולותינו :
וסליחות	6	0		0	פיוט #41 — עורנה על יום הכפור	ימי הטובות והברכות • וסליחות והכפרות :
הצ	6	0		0	פיוט #43 — קטפי לילת שבתה רמשה	כן אהה וישר .ויכפר ¥ .הצל י הצ .אן ראית ׳ ״
מציק	4	2	בצרה	0.558	פיוט #56 — ז עודנה על שבתה חמישה דיזמן	פעל לא לעי בה ואניר לא מציק בה * עברה ורבה זאין במטרתה :
ןל	6	0		0	פיוט #58 — מרי אטרנון בלילה ואיממה	־ י £ במוסר ולילה ילין בתוכחות מוסר אמת ןל א יחדל טוב ממוסר האבות
שפיף	5	1		0	פיוט #64 — תפלה * , אלתפלה ג *-גו אבישע	זבאה ועד נאף : כי כלה לך צריך : מן מלך ומן שפיף : ומן חסדיך נביע :
